Group.1	1HP	2HP	5HP	6HP	8HP	11HP	15HP	16HP	9HP	21HP	22HP	23HP	24HP	26HP	27HP	31HP	32HP	33HP	34HP	39HP	40HP	41HP	42HP	50HP	53HP	55HP	56HP	57HP	59HP	35HP	48HP	49HP	60HP	61HP	62HP	64HP	51HP	58HP	63HP	84HP	97HP	101HP	102HP	105HP	73HP	74HP	77HP	78HP	79HP	80HP	83HP	85HP	86HP	89HP	90HP	95HP	96HP	98HP	67HP	68HP	69HP	70HP	71HP	106HP	107HP	108HP	72HP	109HP	137HP	134HP	135HP	136HP	130HP	131HP	159HP	163HP	160HP	164HP	167HP	168HP
Membrane transport	226.5157271381	307.7016364176	244.2377972313	911.2313445118	164.9539463695	559.5614927321	224.4795257132	191.0304009549	99.4585546524	182.9106894081	428.990684013	262.074640885	376.2534837684	260.718181767	363.2019749386	392.3591785651	344.8304204888	270.4111483754	432.2847231824	156.6564719534	229.5966816187	1279.8467716163	332.6695001397	713.6849963738	175.3195123364	96.6635726242	78.348565245	97.199571591	374.5476995495	233.9724839422	41.6321912298	96.0955888996	30.2137716529	102.8999580637	135.7036595822	33.7647658106	199.1969262481	2617.4591292776	216.8556258779	249.9495128558	277.7682464734	192.9142749644	156.2565510852	345.9143325546	239.2043772595	276.5272125154	145.7793619095	148.2469680131	149.6503360383	410.0908383123	114.00615932	333.0155060171	218.0184814582	132.483424104	186.3436594684	319.9517984844	367.8100637565	334.1999666393	92.4019677367	162.1891907547	181.3584669201	290.8625245178	45.0503741413	51.1166219005	60.9756777103	105.9543542477	33.7347650204	165.9943281114	63.5346937525	66.5348038727	72.7042349771	73.9103678203	312.1826284828	308.4676595227	200.6087586495	295.7718009358	108.9520751371	247.9168255831	327.1569504136	379.2243589691
Membrane transport| ABC transporters	88.7619176381	124.0538899078	98.3844869316	242.0293201226	60.3164012866	229.1160471781	93.6704727298	48.9113525808	29.5967910032	63.9889427896	157.4357410113	102.0015900442	115.7137991817	98.7559421522	120.8487946396	112.6886101037	102.1744855142	78.4778638672	173.7315784227	58.5271814328	91.6645855835	499.1595645636	112.2489245949	208.2638182712	62.3251932875	34.4627529131	26.3464740728	24.003296557	135.4878787922	95.3123361459	14.0219783728	35.4614674166	10.9827748942	37.7098559221	50.5610863948	8.1881699624	69.545434383	973.4765661645	73.059011528	86.4066818686	99.7567799912	72.8702306812	62.3185219125	138.6389439795	91.2405908566	111.0493005161	45.2172450809	40.3950488188	52.6079424618	143.8831451848	45.7034632127	116.8117545071	89.9240173866	53.7707482404	59.1337671064	121.2725124274	134.1058949196	111.7003032515	36.0623562406	53.9938227795	67.1425018394	93.777656632	10.862876697	12.3017265474	15.1666063857	42.9540729897	10.3655335609	57.2961743756	23.6445927754	26.7318550568	28.7076561442	25.9229870648	95.5614887026	96.6515068561	75.0390836996	94.2143548208	27.012975994	54.3195093575	134.1070150102	136.3369753762
Membrane transport| Bacterial secretion system	98.3717342192	142.5171622414	115.7765003951	314.2625149449	87.4560414856	227.854237971	105.4209332057	122.5673167922	60.1259532252	95.3058302978	221.2544601195	134.0774206577	224.0800316023	114.8069022109	208.5102895602	261.0756116122	212.2345796759	165.416527481	184.981615989	81.3055839637	103.3746646221	446.7315915316	159.744834197	162.6823720184	105.7109417762	51.7976641134	46.7039761764	66.8892834378	144.8491780372	77.0535586343	25.543637105	53.7555354473	19.2309967587	48.9054453958	53.2597918107	25.5765958482	92.7155375331	669.3061208766	111.9836901576	146.2165419925	147.5609856722	89.5023146875	73.985348314	180.7285992185	105.9227226194	145.0526264252	87.9079704317	107.8519191943	81.5310116428	241.337034055	58.1237422347	169.1538640042	103.3979159964	66.2302260675	113.7337345101	156.555215306	199.4087256504	169.654554193	43.8687643581	90.3114202217	95.6955736822	162.2109908017	30.7728963623	38.8148953531	33.0507685231	51.1729355793	23.3692314595	70.7515219476	27.0414539466	31.5357664046	36.4943989878	42.979856905	167.2994142008	197.892741399	99.9134928411	134.0738580556	42.5591601087	142.065738869	169.5272034913	213.425645979
Membrane transport| Phosphotransferase system (PTS)	39.3820752808	41.1305842684	30.0768099046	354.9395094443	17.1815035973	102.591207583	25.3881197777	19.5517315819	9.735810424	23.6159163207	50.3004828822	25.9956301831	36.4596529844	47.1553374039	33.8428907388	18.5949568492	30.4213552987	26.5167570272	73.5715287707	16.8237065569	34.5574314131	333.9556155211	60.6757413478	342.7388060842	7.2833772727	10.4031555977	5.2981149958	6.3069915962	94.2106427201	61.606589162	2.066575752	6.8785860357	0	16.2846567458	31.8827813767	0	36.935954332	974.6764422365	31.8129241923	17.3262889947	30.45048081	30.5417295957	19.9526808587	26.5467893566	42.0410637835	20.4252855741	12.6541463969	0	15.5113819337	24.8706590725	10.1789538726	47.0498875058	24.6965480752	12.4824497961	13.4761578519	42.124070751	34.2954431865	52.8451091948	12.470847138	17.8839477535	18.5203913985	34.8738770841	3.414601082	0	12.7583028015	11.8273456787	0	37.9466317882	12.8486470305	8.2671824113	7.5021798451	5.0075238505	49.3217255794	13.9234112676	25.6561821088	67.4835880594	39.3799390344	51.5315773566	23.5227319121	29.4617376139
Metabolism of cofactors and vitamins	1359.0913001908	2300.1963450987	1810.348664675	6962.501711532	1638.3783580605	5348.149641511	1614.2382575071	2005.233598265	1064.3219542362	1352.9447091299	2788.7458301886	3229.4084345446	4165.1132597279	2204.7866682301	4692.5271179618	4868.3718926897	4702.7674067416	3196.0955524704	3656.0932048044	993.8992341856	1617.3587429291	6972.6695168258	1907.674041454	1754.4299393105	2770.2187486122	833.4770811279	852.9173366268	964.0312230077	2344.2872387624	1781.3733281066	222.8710752752	873.8942846862	208.2707005813	767.0198776016	890.5927509069	305.4212435443	1158.9510196153	7769.3648785997	1874.4466080394	3034.0834686581	3180.5927822326	1460.2112730827	1262.2065746368	5069.5054757361	1804.3993527836	3379.6191083168	1094.6333256161	1895.8095691875	838.1237911699	5921.9611910788	1304.5010159941	2103.2314484768	1417.2577873992	649.2487608468	1076.9115446079	2681.6051821673	4828.4227391113	3659.675760286	720.0062682495	1745.6895488548	1830.6064813137	3192.6950295043	384.2392502389	534.638884326	306.5355906695	1081.7515749643	304.1632603761	864.1201559038	466.4798879171	571.3756170481	1028.6585124627	418.9041184413	2096.9004961443	4195.1702069774	1869.8217340606	1347.8978734127	277.236491273	1836.9605386049	3059.8474750019	3359.9117958623
Metabolism of cofactors and vitamins| Biotin metabolism	113.8502891734	214.8239835535	170.0769801762	810.6724727584	126.3664468673	532.9473153572	132.4476561189	144.3519193526	79.6763953398	96.7083229384	186.5700184738	349.2352373257	466.5200990659	205.5546927344	513.218289405	497.4248038586	439.7278611427	282.2955197022	298.3842627413	93.8302432106	127.6231795754	757.7854400092	142.4236844453	220.8744488992	290.4676765596	81.3369356281	80.0031668555	97.4241824183	308.4562956866	166.7147358061	10.5820989747	81.37046669	17.3263645301	72.5257668639	85.8116480512	36.0574911119	60.2073192981	861.8638275963	134.6979336216	299.0515368032	321.1960039595	115.6372060657	121.6714908748	563.3669401716	146.4105976008	348.471094906	75.6304058252	143.0340992382	56.2248718389	776.9521649096	127.9162414952	157.1717749042	76.8352946561	66.6575705606	110.1459465583	267.5008345252	566.8220120851	438.3182907449	56.0944193976	173.19325993	171.2482926718	367.3259966326	29.0508018856	41.6737967141	21.9541375603	104.4742057195	25.6925048739	54.8895480418	44.5617708058	46.6907557559	126.4935858101	17.6949157796	195.8147375008	439.8135136133	162.6242492257	105.091481869	31.9671002446	165.7023152796	273.7040817521	380.5614717305
Metabolism of cofactors and vitamins| Folate biosynthesis	59.097866573	104.0941017287	75.7717062085	765.5467320868	114.1952605854	382.1929095593	83.2002993604	99.7499757059	66.1549066986	74.242104875	103.9935899739	296.2260688415	404.6889429723	118.3451964075	422.8334226676	368.9074443702	381.3657703429	235.1130980827	170.8107930412	66.6629099954	71.2913689632	280.4392798183	97.7938605242	229.1050910779	246.0600122289	51.9692426672	75.8090412981	76.8949762742	210.2599014669	67.1699647427	13.0901088781	60.8697944646	19.0755829647	47.899540555	36.3104715778	21.4013263112	59.7406679031	740.4698420289	83.0414277233	248.1064007708	250.5798636638	94.6168352416	76.6963912981	494.4647103279	117.9794114496	301.0707380524	65.2602711972	122.7064414831	36.8258702196	632.6938909529	114.6198025	95.6283990071	59.3550461779	28.0821202926	58.1088342916	229.4776459969	425.0223648577	403.8846664079	35.887098352	113.9913753826	141.9565703653	315.0156023911	25.8542531244	24.9427469541	10.3461406345	72.5181938796	17.7119285036	61.4784561763	29.5366116616	41.5305167289	97.497826306	30.1058737167	184.0035673457	408.6726355095	134.7177109905	75.1887132416	35.9106675286	161.0666583588	247.1416081498	257.6894207165
Metabolism of cofactors and vitamins| Lipoic acid metabolism	25.0688379275	47.6868089154	34.4910919945	834.5589487844	98.462474831	360.6664482671	95.577065753	94.4994226798	70.2040119246	35.5611311476	82.5526394102	357.7853662545	512.3431283857	79.432247844	457.0662744267	695.4325553609	320.4998747515	144.6072413579	214.8840079419	60.161139039	25.7285100496	162.2459577778	172.3848133151	232.6890176842	462.0414539473	53.5716874043	84.4924819255	17.9673099523	223.2866260855	50.9670350797	10.6857185549	87.8536804882	11.2941822499	49.0754258382	14.1250759414	0	46.9790851245	970.7151015585	14.8744427918	188.2760752067	300.6797180781	90.0146545255	82.4893586516	631.7139196864	110.8249303183	337.5113266253	31.1992070866	47.0920597579	25.4361709622	691.3594563404	87.3912115308	54.3636536482	32.4891659765	0	9.3399631431	201.1944050704	531.766713952	493.7617393275	33.2585053716	81.5233957147	218.2349180369	457.2555677385	0	0	0	92.3266835432	5.9569779483	44.8809416316	33.4699973032	10.0142692611	118.8034826988	13.6023414	145.5450100871	567.7557060928	86.5759458418	74.8410234906	35.2876301823	123.1586452516	225.2188260786	295.9715553772
Metabolism of cofactors and vitamins| Nicotinate and nicotinamide metabolism	105.8388225662	178.1782601854	139.7141562304	551.2052679867	130.622011983	453.8045186534	113.3089501447	155.2089971289	83.4427264006	103.5847224499	203.1668289135	257.7590685909	310.3111225412	186.3903648794	360.0842465568	384.6969196325	363.1941520033	261.3102986916	279.4586937115	68.9420182668	124.892455735	646.1775503685	147.9091546751	164.3154175075	211.9048571341	62.8965378874	62.1453321672	87.0850423219	196.9253504538	143.5604169682	20.4478967464	64.5147293957	17.25245911	54.80406917	68.8744421398	27.0490941571	77.8067533843	675.4728012013	156.7649745906	230.8407492066	253.630058624	112.3356209708	102.4294903602	385.7217226083	132.8595039289	266.624962848	84.2957072814	151.0096902969	48.6063815678	443.1308918298	102.5067911986	161.0860072317	80.4857904317	45.5780631561	89.5264875284	213.4809718968	375.6828934252	289.876663751	51.0767321776	145.2161990164	137.8444783718	238.3711112633	35.7299313353	46.6603502243	18.6160540913	86.1009526235	29.5910464747	61.914318161	35.6169521417	47.307411191	80.9100146083	33.3660225433	170.0902692813	323.2121147407	161.1915563809	108.752229491	22.8995693506	149.4907702184	219.2932244839	211.4678027698
Metabolism of cofactors and vitamins| One carbon pool by folate	209.509344904	342.4340147862	251.5754036801	897.6269517169	264.2942882968	712.2328284121	250.9186149023	311.2930958437	180.2968498123	246.8472785107	444.4471297359	450.1379002541	555.5795839992	326.6875776974	636.5648481269	769.3816968282	754.1088034448	528.1597329267	519.3605549647	159.1391309967	250.8533214309	897.3203768054	311.249717263	155.7867675353	364.426423997	129.230606501	128.6725895261	0	265.8619062022	248.6574965174	0	133.7563317787	0	113.9324824699	120.7809026266	0	165.0487967887	725.3987271193	334.9821078881	448.6604833698	433.4658049976	211.4950075504	177.2199909203	655.7249479239	274.0389586122	462.4419746156	169.7641057863	324.6355889854	129.8153635262	748.0549420343	182.9980447032	339.273527595	230.704087843	0	0	371.9905919956	658.3297384165	465.5409525561	113.6752535654	256.1528026085	268.2349847679	412.2960343255	0	0	57.1269762275	141.2853595433	0	144.4258504071	69.0024011147	89.5956941335	124.4622475157	72.2196180767	301.3666398502	570.1225344429	269.3719750345	192.8484562749	23.4137971421	286.0606388349	403.2218969388	442.2154872924
Metabolism of cofactors and vitamins| Pantothenate and CoA biosynthesis	205.2533717482	353.293281892	315.5719626257	870.2329673711	263.327115684	726.270188288	278.6772353547	335.4176210594	170.5881428762	245.0873784807	644.6130402425	386.7180670519	566.4942931137	336.7847036482	562.5406598656	679.2326151159	634.8169707069	452.1384249184	635.0734604044	156.3219620298	257.7515246323	1092.8677604791	367.2326661832	222.5585367129	332.8313299352	118.7483016734	106.3506824364	175.1964754856	273.6963143058	282.3756718101	50.4587307596	120.4006512006	50.5257723556	124.1166472899	147.0842744689	68.8445739384	240.1888844553	955.8100377454	315.3597908022	422.6491311319	438.4947823801	228.1846127431	180.5174920597	585.42997711	292.7410821225	450.8989420916	192.5251073975	296.4104214739	139.0751518555	663.7638222608	177.9129794635	365.4916935784	318.2632960887	155.4635029344	230.5598618981	388.8149317827	605.4268268797	420.6546714159	121.9579747032	256.1036363413	252.9176029266	377.6367437905	84.7118348566	116.3963899018	72.3156407279	158.4102880144	67.1930879052	172.3273795595	68.7733462848	88.6766752589	117.7594836423	73.3392353687	309.2849942046	496.2826487811	289.2601201709	230.6822762907	36.3580189439	264.9258256413	497.1164254142	527.5415919281
Metabolism of cofactors and vitamins| Porphyrin and chlorophyll metabolism	56.6220232574	103.537405141	104.8303905087	190.2587570597	46.3714590576	234.8679324225	47.4395536551	43.1548387198	21.0055987254	26.4554208891	58.3989980423	104.1633034884	112.7168328576	96.5846193545	130.1518791124	128.1902086001	120.5132008503	85.1389033097	135.6195161735	28.652035398	73.8843760358	380.1991610866	39.198914662	45.7054357728	78.7944054642	29.1833165632	24.7409977186	22.6289977906	94.9889925349	91.400795855	4.9414878266	22.684510119	4.8115338755	28.3702144438	40.5541675223	4.2555620489	24.6943535817	334.639564759	53.5180352547	85.7551769176	103.1664047557	44.5413199208	44.9923045814	182.4839473954	52.8266393338	108.8978269871	31.0542335819	35.4288117961	21.3469722683	170.4496620247	41.7994959269	65.9485577736	28.7785075177	20.2455858359	24.241691029	81.5807374382	139.0593600412	125.1365991678	25.4467749615	66.580118891	56.8135137084	98.4185394235	8.5036106092	8.961708191	6.8240005003	38.2198001573	7.6724281279	15.9886127773	14.8119833896	23.2114749414	36.1028875719	13.3612226796	73.599571301	116.6102301492	64.3299378608	43.7923425765	9.5560943759	44.452990861	117.9212558989	113.4354306223
Metabolism of cofactors and vitamins| Riboflavin metabolism	132.1137051634	219.5593384762	154.7692944608	403.4284890496	126.8710615471	456.3180825482	129.6106246815	193.3770640445	85.4150317023	131.9239255067	213.6931193416	225.7515220549	320.3585858625	211.1430948018	377.7324965042	324.519409636	420.3210131939	309.4306544655	279.5085831465	64.3944846614	144.5439462859	647.248423857	92.0415216473	95.3751435136	180.4502846104	69.6401987787	60.933915695	116.0863127314	196.123717307	162.6604628698	27.9672329174	64.4922322964	21.8034974012	62.3774677924	94.1040849141	26.7032127905	70.8794468914	595.2411433296	182.1806857068	273.7261178201	246.6750100164	120.735652049	99.4637843443	362.4548318588	147.7957397121	235.5660577991	109.9388462635	183.97931785	109.1535293866	438.1791252539	105.9411473301	212.8940386191	130.0723586715	49.1294145458	109.2136565363	228.6700250568	336.1487785387	254.9376878939	63.4064742248	162.6592506679	137.4186571287	213.9416749694	44.117407903	62.5872898927	29.6114223671	80.0973778259	29.8932181802	56.4693424847	35.7429766863	55.7456853715	79.1531843787	40.5878390025	160.9611127976	294.7821982237	156.5143863331	106.933334744	17.9307475683	147.4738422616	248.0891519918	292.5431515638
Metabolism of cofactors and vitamins| Thiamine metabolism	267.3450871351	427.3876020193	328.2626259852	715.5801658606	216.1464210066	788.1370651014	261.9206850897	316.1205066006	149.0507224751	208.1195578192	455.2326486595	367.5955204914	384.8755890877	379.9180896185	608.5330334532	486.894726197	655.9348462011	466.306817811	638.0511370674	146.2979816759	295.2753763236	1281.7987915154	243.6031801507	165.7467678109	268.4094378026	118.2452174895	105.2864499084	195.4820725747	273.9536397507	325.5266949962	46.3044219447	120.6007768795	37.6209981392	118.7782341062	165.0844100299	68.1286403455	247.9065369455	750.9242222456	351.0846946174	418.3763374378	407.4477702495	215.3278519889	187.6880111779	555.6889358767	266.6044442742	422.890007857	174.5076420645	301.0461876515	159.5895777687	614.6655573306	176.3776290287	352.2652650285	270.3800677446	163.3114143155	227.6523128149	346.8101102859	530.0271058992	306.1419747488	118.006645827	262.8007167172	211.4390427796	302.3795484557	89.8742930181	123.8753386249	52.148276612	150.9200186375	61.0352695259	145.7264405406	66.5074734922	100.0753989289	121.1747547082	75.4247272014	282.3514958048	437.4887601598	289.4818014454	211.2910390955	25.8871506259	244.606024459	390.3332128034	420.241623934
Metabolism of cofactors and vitamins| Ubiquinone and other terpenoid-quinone biosynthesis	13.5585245528	25.972055197	33.5048820772	216.1034873834	27.2451921982	94.5039232294	21.755220391	60.4632674928	17.1261528217	21.2514302935	24.2707672228	82.1852396691	98.526972839	33.1880470237	135.7044426966	68.7248806724	141.5776025158	89.3922783314	54.6742612146	17.30883327	14.4200325358	131.5029528121	36.0201872024	105.6896449533	72.4732470153	15.8001366792	17.4558689676	29.1460899714	75.4608542602	22.264392741	0.9654804435	18.4747836906	1.1881589464	8.7576551912	8.7016876465	5.7202541932	10.5349255504	517.5809566225	37.4705067895	84.095205534	66.1674851082	34.6858096433	20.2353022113	129.9365785558	31.4263758134	81.2605153568	23.2733715503	60.7749507934	9.8963116936	172.4099695329	32.2192741783	36.6945686661	7.5762270048	0.9147511934	21.4795353839	38.1587109164	120.7745619041	109.8221603301	9.6717094776	36.3021804047	36.0479092033	87.6265772793	8.124986132	11.5942666098	4.0149153236	19.2540855421	6.9426380855	4.7193265114	10.2700978569	7.1333192549	21.5826816871	1.8892353088	29.9154107866	110.7710075202	34.8177691261	33.3851199256	18.1195319419	53.1216787596	50.7502523875	63.3317040439
Metabolism of cofactors and vitamins| Vitamin B6 metabolism	170.8334271898	283.229493204	201.7801707277	707.2874714744	224.4766260035	606.2084296724	199.3823520558	251.596889637	141.3614154596	163.1634362191	371.8070501726	351.8511405222	432.6981090031	230.7580342207	488.0975251468	464.9666324179	470.7073115884	342.2025828733	430.2679343974	132.188495642	231.0946513616	695.0838222964	257.8163413857	116.5836678429	262.3596199176	102.8548998559	107.0268101284	146.1197634873	225.2736407088	220.0756607204	37.4278982293	98.8763276829	27.3721510087	86.3823738811	109.1615859884	47.2610886476	154.9642496923	641.2486543933	210.4720082534	334.5462544596	359.0898803997	192.6367023836	168.8029581572	522.5189642213	230.8916696178	363.9856611779	137.1844275817	229.6919998611	102.1535900825	570.3017086089	154.8183986388	262.4139624249	182.3179452867	119.8663380125	196.6432554243	313.9262172024	539.3623831119	351.6003539421	91.5246801912	191.1666131805	198.4505113534	322.4276332349	58.2721313747	97.9469972133	33.578026625	138.144609478	52.4741607509	101.2999396125	58.1862771803	61.3944162221	104.7183635356	47.313087364	243.9676871846	429.6588577442	220.9362816509	165.0918564133	19.9061833689	196.9011486791	387.0575391029	354.9125558838
Metabolism of other amino acids	769.744343898	1216.1644469664	880.2366522676	3248.7195419325	864.6055187413	2655.1115664434	798.773397396	1174.7187673474	557.9508823794	747.7878734884	1285.7092979373	1526.235866848	1823.2550008408	1188.5100177184	2382.2220015039	1799.3647190645	1905.0721687023	1529.4840722017	1753.8647358814	424.6568631167	830.3752518273	3704.316635394	1069.389950167	1015.0499753822	828.0626203288	410.0534690048	293.8360909975	596.5455211553	1159.9421456747	870.0077085991	74.6001039921	431.2810102043	128.2706419959	347.5681232491	384.7307278637	253.7947781035	550.9231148158	4138.1085302519	1226.3989196729	1228.7296528782	1531.8707309935	703.4764781742	626.0798375665	2306.1924080583	929.6083822558	1637.975574256	568.8896012448	834.9818376135	416.216779999	2182.0339155218	538.6036957641	1234.1260236314	684.6312901271	358.6094983971	811.6317891961	1141.785329931	2349.4772132928	1694.7470048597	381.9677714665	709.928789081	893.0681786884	1528.1430042512	191.8747247518	221.5013963121	159.6927119421	487.0654888675	205.1416484728	516.396502771	244.4805687907	231.8355718531	334.3165973452	138.9675271486	992.9073370648	1587.2510075288	931.2868568051	674.4571337085	159.5061090232	1069.7695342967	1548.3773718133	1560.3957661515
Metabolism of other amino acids| D-Alanine metabolism	151.4671663565	237.9713902802	121.2876647977	654.8311271739	176.3694904457	511.1202963404	155.2463018463	288.4315213513	128.0344490029	181.1104998208	262.2864046667	252.8028845818	313.9422030327	249.7193547906	456.3406937431	382.7792880628	481.8964429592	382.2095939314	316.1583768772	85.2273558259	163.2546249785	835.2127436593	119.4674345199	294.0736337254	223.5492936537	76.916741119	64.7338461488	202.1354413262	250.0844870862	179.7548809077	20.6231891069	70.7984044005	20.3504102564	60.2290870279	79.9383965397	65.253880571	61.7899198976	882.9578758956	310.449909289	366.5568404385	285.62667668	127.481175013	111.2036815012	439.4141020587	181.7544075855	296.3753049136	112.1776686324	260.2736309337	52.2709169776	504.2632713286	145.086484638	280.702466768	87.6516188141	90.0017540525	199.767836482	264.2086075119	374.7601712626	314.3187768221	73.5154195608	197.1389999798	157.9965979572	248.9322575217	72.1243814616	96.2848669877	42.6886467413	76.0277244005	67.1086377353	99.7844639572	56.1643776599	65.2419728527	74.4673007632	46.1143489352	219.314726827	309.9765109195	162.3460899626	133.7491609849	39.9207165499	248.4726803989	243.5050866235	239.4876789974
Metabolism of other amino acids| D-Arginine and D-ornithine metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.1890606421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.371638914	0	0	0	0	0	0	0
Metabolism of other amino acids| D-Glutamine and D-glutamate metabolism	248.4219822814	390.0320164598	333.0505570772	932.0900640421	252.7326549662	880.3553942956	197.521928662	388.4208348826	179.758872866	260.2374625037	316.3561186977	512.0678264602	487.1114334702	383.736249708	832.9810351684	730.9127705241	871.253894023	630.8304083069	483.8182440867	118.7770226372	229.5240628072	1172.0603311114	273.2020249462	212.5212548468	438.9401667757	135.518871836	134.9510146656	245.1070916698	335.4597960899	279.1262093587	33.0394265456	125.9410462636	35.2085221601	97.3038243875	141.2378940972	68.734021497	106.7609362204	978.3739396313	378.6611513313	491.9958701478	510.4347778704	191.2222202907	197.2195395916	757.1040306111	241.75463539	507.6853921472	166.3509222965	352.1324355707	109.5421851762	930.074653391	223.4136051494	303.2814898552	126.7061978598	103.606325956	207.0656020097	350.5244296188	777.1715607813	549.5958053228	107.7506550777	289.3729832918	279.4490106194	508.3693582627	101.2691351392	103.2202760891	50.2906235364	149.9517330892	69.4711184183	120.438230738	64.455277061	95.5444459364	133.4860056616	75.1497625902	327.8699382322	733.4384706206	286.1492369526	159.6507600162	41.2246661247	324.9586879627	374.8183638542	329.2067620449
Metabolism of other amino acids| Glutathione metabolism	53.8096629545	88.0838472017	51.2786161964	325.3325985879	73.3580859786	217.3254655581	55.3756397453	72.2785126238	0	63.1643330712	148.3992291422	136.6187292458	189.243615668	83.5788162821	170.8450954124	190.3979414504	176.3079436256	128.2429871838	139.869324075	44.7433259021	71.438599381	293.0976342659	116.451625752	138.7448732825	114.0675602381	29.7970964506	30.3278485593	37.4200796556	135.4088340266	62.5650840107	0	36.7918971502	0	27.0337476633	33.4296348229	14.3724459308	52.9505667912	634.3528145213	73.999059593	113.8081227742	125.7650895809	62.0529803789	50.9287846155	228.3401231181	85.6410264078	147.9085791014	40.2151927695	61.4741353452	33.9146573699	260.7244278315	58.5866580995	102.2883242467	62.4744147297	0	55.1459696605	129.7566528196	215.3456808813	168.0915094065	28.8364291773	70.5443699504	74.8284580423	149.4849479595	18.481208151	21.9962532353	11.2837608621	47.082245942	11.7676779937	43.5338083687	22.7626730886	21.3215154688	47.8246120296	15.4927964293	88.7813890636	170.6295977468	77.0222649202	74.3804354853	26.2527971146	71.0984744594	143.1186877679	149.5528438516
Metabolism of other amino acids| Phosphonate and phosphinate metabolism	4.7710171486	10.4471148979	7.6639214689	138.8180009123	19.0293681252	96.0536964926	13.8669347132	15.7054747438	0.8039153596	4.9694121242	12.7176848886	73.6738222103	61.121678698	13.6761530125	64.3989455494	23.2628662322	69.2778971462	34.0201017118	29.7138472505	15.4888223427	17.5361031488	39.9287849264	20.6411333712	35.906112691	51.5055996613	8.3710362637	9.5091610703	1.3884317381	39.6209143319	4.4357306807	0	9.3945484965	2.9248454908	6.6531220275	4.9461727354	0	6.4655842732	234.3549391106	4.1615779311	48.2306178691	44.4536301391	14.6472246232	11.6608698862	102.1953617576	18.9790161929	60.1165576795	10.2588039246	7.1454683986	2.8021634646	137.1928642995	26.9575388262	17.5832318495	7.2411462065	1.8827677355	0.3962884834	34.1030473545	71.437119177	98.1507453487	4.6525689918	27.1156416615	27.0534659843	76.8419738259	0	0	0	16.3022684998	0	8.7675176809	3.2827380318	5.8435890587	23.9411878084	2.2106191939	34.2047642527	78.0361306817	19.7623130577	10.8492132979	6.0021484679	27.9408723727	88.9284719582	98.1959320324
Metabolism of other amino acids| Selenocompound metabolism	216.6999423774	336.8190403501	257.4399871111	716.4900973822	228.7744404416	652.103684275	259.5309246942	230.052587421	152.4337578612	238.3061659685	545.9498605421	359.8756247387	420.9639001429	312.3819057519	509.865684959	0	0	354.1809810678	534.7428324987	160.4203364088	244.9161658949	971.5734810103	332.7554052209	208.672760724	0	104.8501397467	0	0	253.0938327134	246.7322038678	0	123.3495524976	44.0036291858	109.349854223	125.1786296685	59.1327916924	258.1896807024	844.1473558714	294.3295332918	0	363.1043963874	212.5091016314	175.9714326372	491.6643073217	274.8103680901	405.3796734885	153.3952773375	0	149.3452948421	0	0	355.0743990046	297.934178507	163.1186506531	227.1259436402	363.1925926262	552.1059923326	338.572725197	109.7134356137	0	222.0132503152	316.5642794121	0	0	55.4296808023	133.4137771471	56.7942143255	165.7349461121	62.3841081571	0	0	0	285.3648797753	0	251.1626609666	204.7685101128	26.4283441093	219.2644035784	407.7882277071	454.8300449127
Metabolism of other amino acids| Taurine and hypotaurine metabolism	94.5745727796	152.8110377767	109.5159056163	481.1576538341	114.341478784	298.1530294817	117.231667735	179.8298363249	96.9198872897	0	0	191.1969796112	350.872169829	145.4175381733	347.7905466716	472.011852795	306.3359909483	0	249.5621110933	0	103.7056956169	392.4436604207	206.8723263568	125.1313401125	0	54.5995835888	54.3142205535	110.4944767656	146.2742814267	97.3935997735	20.9374883396	65.0055613959	25.7832349028	46.9984879199	0	46.3016384123	64.766426931	537.7325445796	164.7976882367	208.1382016486	202.4861603357	95.563776237	79.0955293348	287.4744831911	126.6689285895	220.5100669258	86.4917362843	153.9561673653	68.3415621686	349.7786986712	84.559409051	175.1961119074	102.62373401	0	122.1301489203	0	358.656688858	226.0174427626	57.4992630452	125.7567941975	131.72739577	227.9501872693	0	0	0	64.2877397889	0	78.1375359141	35.4313947923	43.8840485365	54.5974910824	0	0	295.1702975602	134.8442909454	91.0590538114	19.6774366568	178.0344155246	290.2185339024	289.1225043125
