Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
K03387	44.246131799	55.3521321308	621.0309688668	0	0	85.9504498918	33.7173767099	422.7446330354	94.6038332138	388.4509595807	20.8442153215	119.9241351856	0	16.9034914038	101.5807709637	43.5343340941	0	0	81.2490063411	229.2457370002	307.2098274318	76.5280166415	0	37.1474380937	66.0469797652	330.2754406881	481.1619148912	67.6025320725	366.1962719355	46.2647654911	567.679088396	288.7337308962	87.2922629892	110.465569085	40.2461744821	44.9103185502	26.0709197057	78.6160163571	169.6543124675	22.7827659761	97.5803694015	44.6651276223	0	403.026103708	40.3761361555	91.8303769787	0	953.5598173812	171.8118392612	34.4876368681	20.7915762947	46.1662363222	27.8544381167	29.0048001344	0	33.2026895223	80.7687422425	175.0307306217	733.8715006121	351.5334625131	0	0	162.0155950937	329.3953070007	28.5621473368	47.5190838674	20.8296730102	733.8673222808	108.8225250686	221.6647191854	37.0944367091	0	86.6441750341	0	212.9434409479	602.8440972417	258.5309175582	371.7618939468	55.928760254
K03402	159.7532255931	180.6310196959	671.0390108491	32.1412375564	51.9026188069	154.1888468249	147.1719812554	816.0643752163	436.8000803269	516.8991683052	83.5347214906	178.8085182039	97.8137051695	44.8793342868	223.7541171864	183.2168522285	55.2755525549	125.1301281122	98.2412296965	369.9337750372	415.1633733066	90.9413848036	191.1291106361	133.3437726579	241.040033765	411.2412318874	500.3223812036	280.7214388535	376.6068630487	345.1297094112	493.3181786246	459.420878865	234.1704123536	503.1710853215	293.7884932201	99.8535599991	238.4102457569	1238.8823788758	208.2458120073	35.6496699063	81.4367063972	417.4347044627	67.0521314344	409.5830265212	88.5497289784	94.6306754629	54.495318201	1072.3551095921	352.8286996056	214.2318918855	26.5801717044	96.4078958567	150.3024778654	240.8960529095	20.5011558134	65.129556164	197.2116026138	242.3322411777	1376.4864040717	494.7532537527	22.1384181324	26.6311114353	248.4581683713	432.4739262327	71.5354504984	68.5567644029	76.8788487018	688.3925656067	161.2261042475	278.1802199362	146.7763521248	124.772418166	181.6427435038	165.2487256843	430.6570552744	518.8720624642	458.6621650073	439.9734088109	70.3354845689
K03406	345.8522703148	494.509308253	216.6218019532	47.251793311	89.3853154402	292.0868847795	68.6485176002	2979.0528494069	1025.1939342302	32.9595526084	151.5523380729	114.8002886303	428.4593994108	110.2825211977	660.1272385046	685.0391108264	8.0140182612	531.8386923581	0	564.7415764002	341.9394003338	286.0401124695	1109.6770585353	266.8865052151	818.2750382176	335.0033285465	0	1238.9358622681	567.6031809359	1787.9449436315	71.5973016799	167.2161422623	424.2448370013	1921.5513733874	1830.7721953107	157.6666645087	1048.534290592	8264.8381650519	86.0066782691	22.5233650855	183.0043186599	10.6223115558	42.2700776077	28.5154228561	355.1800471597	164.7836333664	44.6494136019	19.1658795247	818.0247370254	189.1279443481	44.8467469302	399.1836141569	766.7669890901	777.746781348	44.5634686089	329.1792252598	57.9355705385	424.1188252075	11.7786967777	23.9444529099	26.8448747636	16.2346745483	452.7812237172	243.3353096872	104.9510017075	44.7858070952	122.0030986617	43.5455528297	121.2105326369	105.7306651103	221.9341799481	253.6160328817	388.9798639814	213.1899838598	518.6287987464	638.9646968236	743.2920326893	12.6901469328	57.2352899319
K03407	66.8695822768	90.9312789748	98.2144380162	0	0	61.1235914837	0	439.4485945242	120.0776581066	0	56.8416292854	42.6238249694	48.4194121458	42.0715120113	115.8189009659	108.8527715382	22.8511600746	95.7753150807	16.8249154434	210.205091809	125.0437150459	38.5325764541	141.6413914464	84.5570619755	229.4858664661	84.4358192593	13.6828116423	135.7849672177	52.8961268569	249.944834687	34.559758499	46.5644058519	82.1321942288	225.9173667384	223.5262748478	65.1961012194	206.2043642353	937.2156838885	139.8794320823	0	25.0030519204	98.7532741595	0	0	45.0683957083	21.9749945825	0	235.1636750892	177.1650060378	21.8158738098	0	56.3632970827	82.5255045993	105.470338738	0	58.5432925386	0	57.0304416996	0	29.82622004	0	0	61.6478434219	86.2433792642	53.3504225345	24.2356694337	54.4654557076	43.0448953051	62.2005018442	0	59.3756149369	109.2386287345	120.0750911798	114.6546118316	142.765654641	85.433489727	97.263155187	23.4105851144	23.5599619815
K03408	40.0457746174	57.2341108379	184.4150094044	0	0	36.0092486379	0	603.8688432383	227.8363156642	0	72.2666264253	37.6324162175	0	25.4784538053	99.8106394324	65.4160213034	0	75.2092618459	0	86.2318459241	0	0	108.8513540645	0	138.163711202	50.3900339836	0	106.819025585	38.4433535861	323.6576041021	0	0	70.8775133489	205.058325452	266.9849858878	33.350947138	285.212702842	776.4139921844	0	0	0	60.6122127122	0	0	0	0	0	109.7985939444	181.6819980876	0	0	0	70.4536513767	104.5700326372	0	29.6405579298	0	42.6550135934	0	38.4319115666	0	0	68.0727676839	54.5468995468	0	0	19.2594210279	0	56.4569325824	0	0	63.5392127032	59.8598171444	67.9946996619	101.8845513526	93.7594637348	68.1258633725	0	0
K03409	0	0	157.3005112571	0	0	0	0	203.2256862724	0	0	107.0961122504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.6789382314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.7277611182	0	0	0	0	0	0	43.6828936251	0	0	0	0	0	0	0
K03410	34.5005041853	54.1246280002	77.6982870806	0	0	28.0920641741	0	420.013820994	87.6177818674	0	31.6592377634	0	27.9351352613	20.8382960445	49.5723770046	79.4605433717	0	44.5622361684	0	64.0458340054	52.5219085376	28.1704153687	117.6736059337	0	0	42.722538804	0	117.6828362041	51.3904354402	207.0903631042	0	23.1441606869	57.8719697929	180.4484466848	187.2548981295	45.9211254943	189.3004790002	669.6969608519	0	0	0	0	0	0	21.4640563105	0	0	0	92.3967352038	0	0	53.0433732055	107.7340209078	87.4926943696	0	19.732839874	0	31.4953927932	0	0	0	0	49.2960119026	22.1993886533	31.6634946961	0	16.4676197317	0	36.6572982825	0	0	33.484407443	58.5154937075	19.5047486092	55.1190425234	59.6823728506	80.8982427701	0	0
K03411	32.0513210746	61.8933192146	63.2959980987	0	0	36.2705369841	0	370.8109940906	140.858087803	0	23.2429656206	0	83.1841191078	0	57.5839633608	57.5553681097	0	49.1362262192	0	50.8987710014	0	40.5576142021	177.2782645542	0	0	38.3893340632	0	106.8289978694	57.6741423285	309.7609933718	0	0	106.3957931491	234.9385291559	219.9306448676	23.4456225388	174.5733974926	976.109190453	0	0	0	0	0	0	32.0467260766	0	0	0	66.1579049119	0	0	42.7077263985	102.4957824552	72.6085688772	0	31.9968987076	0	42.7213943226	0	0	0	0	38.3351245811	0	0	0	0	0	0	0	0	40.3049197073	34.1069112135	0	42.5679328222	0	127.9210989829	0	0
K03412	71.9022786929	88.1306254392	54.3368276921	0	0	52.8706983164	0	447.1198900929	73.9125425493	0	40.886779343	45.7195255556	0	28.6510945335	67.5941485949	92.826621485	0	81.0831324588	0	131.2658442742	28.0735223172	37.3554122625	212.9617279414	0	0	55.3777548822	0	128.8486877941	87.1552990948	302.4176386602	0	30.2156575091	79.8170073585	285.2418085563	280.5655227655	24.0140436171	178.5257234245	1077.8052293306	39.90667987	0	28.7255495059	59.1658371083	0	0	45.2284752292	0	0	199.2740822688	159.687191184	0	0	63.210150129	125.4023476128	109.1857287753	0	45.4403046005	0	54.1140874505	0	0	0	0	57.2145169458	53.0015060329	23.3157614016	0	0	0	0	25.5706444417	0	54.6568900458	46.0360772305	43.0916806836	98.8330055444	67.1780597468	110.2488129149	0	0
K03413	107.5351588021	101.8841814303	204.1563210475	31.7670546731	0	95.6807352618	20.3562657523	617.1797932225	148.0598551371	0	46.2371907689	0	34.5145596366	46.2856291219	209.1246675132	206.0142019163	0	75.5280739307	0	553.8391219953	476.0810688714	40.6890326593	264.6350843315	377.9880254738	1372.7572772392	106.8187731734	0	137.9488015748	81.1058776295	570.1834743269	54.9098586258	75.9274093859	121.8568387017	331.8500984544	255.7398856643	150.3137334107	358.7150337765	1019.5889993236	213.7122754805	20.3006934492	49.4909811659	0	31.0230945747	34.6445821373	60.416475813	17.347067202	37.6309822842	0	244.6551325467	0	70.0503528258	69.9363186253	119.3344629594	331.6445129953	40.6993067548	95.7851362991	39.7732069569	40.7153878654	0	0	0	23.1198463151	224.1797392096	249.4823633758	132.6536240958	71.413833026	156.429039881	72.2489650064	74.749931128	78.3463982196	312.3503453091	336.0515014077	264.1514212744	315.7058926094	327.9326419085	109.9008371594	169.9182638818	0	55.1027748219
K03415	57.0597954729	76.5620428965	107.2775358711	0	15.9213549747	57.104411369	0	545.9126123342	186.080990086	0	32.255862189	39.7424797823	56.235508983	33.9820436256	118.731356007	105.9205004053	0	68.6775662921	0	132.8102246113	120.3085473292	46.072080897	185.709983658	99.8238795336	253.3003738922	72.1432807838	0	140.3918803531	78.2138954587	332.5025714276	46.3108183394	57.6189109618	93.7363447296	259.2646067759	272.2283835165	39.7853653601	194.0692765653	986.9974966797	74.0491812313	0	21.5319100631	0	0	0	69.2035985845	22.630955453	17.6239140207	0	102.5843684226	0	0	66.590695042	149.0144248394	125.0811750106	0	39.0158773241	0	43.8625113088	0	0	0	0	79.8085321579	78.3409313626	49.4619833591	0	38.2575743693	34.8870572795	55.8862252265	35.2184063569	46.7966914678	132.520985115	103.4349691065	131.2943823814	105.5608665844	113.1701333191	123.5851743234	0	0
K03424	202.6622706524	193.3653548627	1085.3024651889	87.8489096484	53.3524126299	221.6225855641	95.5720853748	1128.0465471873	258.6534687555	338.8475914375	63.2641784373	242.218700199	43.5554104386	93.5515338229	311.7105706901	247.0770561864	67.8804845257	255.1937277264	243.7027658566	682.2362381769	885.1044101807	213.5648604759	248.4861928567	224.7644762587	264.7564487791	574.6553418499	824.7049179257	362.2080350523	598.9247551895	339.6362830711	500.7962463064	910.7229268891	478.4065365227	529.6997024542	367.0654115439	167.5292498105	292.3741607914	1371.7268753992	217.1320897944	29.3439592305	104.3540263505	479.9059426882	130.3844545387	206.4335013262	152.4826359432	70.2810356845	109.8635088299	1941.5025069217	624.9852036292	396.524325033	21.7620804027	111.3775560219	134.4152312318	276.5663447384	53.1828453264	91.6275763685	283.0223040096	306.1666967946	1021.464858731	485.2118268676	66.1782017633	54.9664406801	354.5589461305	652.0654689376	144.3664620013	222.7131058913	107.1554867429	1464.8503607885	281.1040481818	497.7863215903	148.2766680414	135.8684793551	257.2135867694	145.6993088628	567.5496320599	768.3922843212	486.4896319752	619.2722818601	106.6493617491
K03426	114.4349353792	129.6204776231	453.5564604975	0	0	98.4796641256	61.0264800245	495.6403654493	128.6056348578	355.890032522	47.6400031961	103.6007504516	36.8523751138	31.1096043355	162.5365192609	115.1114546795	32.9022542618	102.5896159887	90.0357365792	298.7419397005	329.0370995767	88.2592708808	150.8141780178	78.1558125709	173.5441835307	269.0122192921	474.8361814027	249.771651889	395.4642820334	225.4921833768	628.349288927	340.8480542593	188.6613548131	372.3290134787	204.4928337415	76.8261084644	144.4143101335	846.403583655	154.5270243828	0	76.3046317176	109.6772098712	67.1787422331	322.1147678501	69.8047100035	54.4198938605	73.1194286341	757.1647344405	258.1911300148	156.8312372971	0	66.1098454717	104.2707646387	137.2142905766	0	73.996769235	165.6375459117	156.2432797132	686.3568761959	308.5648860553	0	0	139.439094628	294.8425339591	57.666622579	85.504250231	47.6510649637	530.962360092	111.6119047318	175.4928979706	70.2726869882	42.7107814081	111.5149322622	99.4744625378	259.1638762827	508.9863297453	275.8862517428	316.0248618425	72.2030872253
K03427	407.6751277331	384.6148944241	602.0773934544	178.2937350052	152.9439148965	169.9828482713	184.114078935	436.0095706896	1197.6140878053	2115.3536077483	177.6264548923	169.673583657	307.432129772	108.8605396991	560.1467683731	596.7737179004	17.7932397704	263.5744186577	428.3736486007	283.2150061625	367.6499638247	617.1992755632	336.0238394381	331.5617951861	613.2644969738	1107.548602721	612.0780044664	696.2764826734	1010.8163630527	400.7362033227	530.6556068839	303.8357658613	447.320114547	536.4970741321	123.1438017432	342.2380884688	424.8551601073	1396.6242329267	450.1812079032	105.2979265981	225.5070075538	341.3594270576	296.3920481644	502.6751124333	264.7285119637	281.1080391485	105.9419017359	2242.2038808233	513.8290214158	459.6131839492	137.9627079241	175.4602963347	238.9869270411	527.6447247485	115.5846002953	217.4598107912	457.1121090706	380.2477395213	867.8468578185	170.1082539176	152.8131393393	104.8505614152	509.5199876251	722.8617254587	210.4119985269	241.4912513951	486.542126253	1233.1948284381	406.2389640109	668.2214138808	309.0758343285	268.853046522	298.1786681239	648.8622090076	456.7072693444	596.2125554134	528.6789256443	982.571215824	198.9963875115
K03431	224.799243768	197.5391058755	143.8161874969	41.2197613354	44.068068331	125.8128420892	217.4571275169	660.4648548966	176.305141524	85.7411058875	98.4845466122	59.0345996879	49.9767921135	85.3755618209	263.4049179581	256.3442581803	26.5241394039	324.3512780278	48.7508317135	470.0030411001	317.1223866007	97.4933043045	408.2676152541	173.6105047826	498.7180601594	196.9593905159	160.1731816973	374.3656320631	301.3998896136	549.6413569306	113.6332442544	134.6805798255	152.6514970844	464.4569936564	277.518339499	174.0821565365	311.6732517492	1292.1767285333	345.628760424	74.4457241569	118.3431246554	202.4229958368	305.435952726	38.8552677011	124.9309283517	62.5263679303	50.8025134442	734.6267604805	273.6757066791	452.3121161606	58.9010871555	136.2384830793	205.774753479	200.5542863183	30.6954050798	144.6557756235	284.8853197303	138.5552149196	181.8252381862	65.3062472003	35.90394773	41.079381402	463.7711370898	224.0074519222	161.1271702351	47.6094613335	263.985608671	80.0747086427	92.7725444505	176.9281264704	350.9267845831	281.8278265915	181.5976457722	275.6765047441	368.8935589587	231.4032317685	197.9404221232	59.3870033421	82.216890347
K03437	139.1940670533	143.1728157599	571.2516366823	44.9540893062	30.1517863769	124.9759622866	126.6710946283	696.6463679256	253.1716488686	336.0900782491	67.9488955746	147.8339839042	75.4839518419	40.5536869103	216.093950872	155.9516947732	0	85.925881082	128.5733080636	408.2687247898	311.3270816977	149.3456976266	234.6012824735	120.281134333	127.0809602479	336.563096915	554.196751888	341.9070406875	494.8650254289	364.7379751814	508.7909464902	401.3797679328	267.794623806	423.2439130094	321.300075342	77.2843640476	188.9121164102	973.7865982921	160.7314971744	16.1067416384	115.7379258777	99.5903729684	57.6386792681	239.8231185102	140.9374118069	87.4805652618	89.2071807336	167.789533806	197.6957883328	201.0473784875	22.9118742541	116.4824092835	148.3375363637	234.9415448925	0	92.3693210289	198.6013808942	206.10151929	970.4915844948	286.5553797908	44.3884945491	0	231.1558608074	299.9162089803	80.5633693745	193.9910801278	55.101804859	604.9472624541	119.0459775142	279.478693032	65.3724140842	77.4973199491	175.8659099245	115.4357174173	297.0180491198	478.2845993158	250.2865168424	302.2144748636	110.5720945794
K03438	333.6409369141	355.3743277651	712.1741047461	213.2381711687	112.0846758433	265.5801414663	315.4521013295	1370.4966847023	707.550104913	536.208303045	166.1808637818	145.0793412546	264.2051779213	121.2045969152	512.3636905074	510.2685422839	43.2554474988	393.7822836895	430.6718356217	597.4646054621	643.4282810583	551.5418694069	578.0686683153	606.9857537689	938.9130246327	625.4383231224	695.5764326469	711.3735744317	925.3937333095	893.0083511465	787.929495122	1137.859942029	828.5898398034	901.1684988025	587.7379326535	307.4581324866	498.1227693938	2506.4344202743	549.4472266964	79.6876386087	219.8963917974	272.0446133926	404.2732870111	330.8437324324	240.8646243045	197.9737748231	286.6590466308	1002.1912750486	449.2808568187	518.9923529753	82.4837828113	223.2206815898	275.2267131359	755.8578958222	120.4481861486	198.9714692895	355.5387281421	406.3153149089	1037.8415029799	461.70676729	162.4230319265	140.1517176471	551.4085285983	699.4356708643	246.9603804247	568.084419108	281.2301249053	958.9039672772	290.4317955084	716.1402096717	418.7291191319	347.7117047424	480.7031221931	521.9300329428	623.4286301459	837.5176057535	681.6818741092	478.667793619	195.177505821
K03439	143.8872026328	113.8922246028	396.5599154953	188.0173026741	72.5701382202	84.5164508272	138.8901073889	600.5558016377	327.6312247796	346.1401049826	122.0638555527	56.9243977403	111.7888226452	72.3175760205	278.9165136848	205.6716575093	25.0300170942	148.5595662301	277.8853134699	420.1679572409	302.393585173	407.8740975469	236.0343796552	266.9635810591	339.4431078204	268.3474803729	512.6577282179	258.8841309706	630.8891928958	299.7249401536	620.0371982469	651.8997891369	627.4207384779	406.9336242207	177.8543851157	92.1180702809	203.1713587227	840.5666476653	224.0251453746	28.0772125402	74.6082601209	212.5952471214	161.3209410746	162.5982088375	134.801290996	68.7245284194	309.2727701354	562.5092477444	164.4095546989	113.840242017	27.8432669776	109.7350954708	86.285650325	446.299635833	159.0564093334	140.6936239876	328.4949408876	185.0139731458	736.2503405837	226.550395013	182.3291891769	121.7737925928	190.0204892939	345.4610140391	222.1007594751	399.3090073751	153.1080839251	530.1394224414	196.902680584	399.0011925495	177.6786490028	171.9464457221	233.4868794458	313.2320659143	287.323485501	430.4573348751	367.3640419841	210.6226486776	191.8606002108
K03442	146.5892980404	145.0747794177	969.8139820533	0	26.3897134676	151.9880588945	114.7141752804	881.2996093617	345.0058158359	518.1920293784	60.7803431202	203.1923221813	93.4657020423	40.9756903128	257.7106974659	122.8576853353	52.9455273994	103.3912276752	222.2786707964	277.0670002542	310.5767941983	76.3184489815	166.6234324076	73.2097195994	171.0468773308	520.9228536102	640.4483425751	210.0811033071	381.9174091218	289.7634737889	597.6685871052	422.1953270642	329.4737027789	370.8533997603	249.9430890407	90.5799812784	186.6852447699	1127.611911706	146.3349357587	29.5498351826	108.1435073596	293.7626200641	15.00896022	319.4598616553	127.6534048321	74.3854579023	27.2084870078	756.077057111	377.6153798932	160.4680093298	0	90.4363033136	124.287461471	120.5544938577	0	64.4458006098	239.1802286998	252.1344095895	959.2643346656	415.5363127538	16.356291374	0	214.7828476298	499.747396406	64.8110766049	54.0598501243	38.9001397625	1168.2403441761	192.1862882477	330.1610873485	87.2788277656	77.3358753891	200.1460124966	51.0914610589	469.9861130799	740.0729848251	497.4499391641	581.759135998	69.9586882737
