	alien-11-0-0	alien-11-60-0	kazan5500_2015_05_26_1_L04_25HP_F3	kazan5500_2015_05_26_1_L06_41HP_F3	kazan5500_2015_05_26_1_L06_43HP_F3	kazan5500_2015_06_20_1_L01_50HP_F3	kazan5500_2015_06_20_1_L01_59HP_F3	kazan5500_2015_11_27_1_L02_58HP_F3	kazan5500_2015_11_27_1_L05_88HP_F3	kazan5500_2015_11_27_1_L06_98HP_F3	kazan5500_2015_12_11_L01_70HP_F3	kazan5500_2016_04_22_1_L01_115HP_F3	kazan5500_2016_04_22_1_L01_119HP_F3	kazan5500_2016_05_31_HP_A_L02_163HP_F3	kazan5500_2016_05_31_HP_A_L03_160HP_F3	kazan5500_2016_05_31_HP_A_L03_164HP_F3	scavenger-11-0-0
g000914	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
g000915	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
g000916	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g000918	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
g000920	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1
g000925	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
g000930	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g000944	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
g000948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000949	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
g000953	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
g000956	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g000959	1	0	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0
g000960	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
g000994	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1
g001002	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
g001005	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001006	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g001008	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001009	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
g001010	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
g001011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g001012	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
g001013	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001015	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g001016	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
g001018	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001025	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
g001027	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001028	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g001029	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001030	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001032	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
g001035	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001036	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g001037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g001038	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001040	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g001050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g001051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g001056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g001058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g001059	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
g001060	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0
g001061	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
g001068	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1
g001072	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001079	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001082	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g001133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g001139	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g001144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001154	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g001155	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
g001161	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g001164	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0
g001165	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g001167	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001171	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g001172	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001174	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0
g001185	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0
g001187	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001189	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g001203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g001204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g001220	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1
g001236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001267	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1
g001278	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
g001284	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
g001287	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g001293	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
g001294	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0
g001296	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0
g001299	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001300	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
g001304	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
g001305	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001309	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0
g001311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001312	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
g001316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001337	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g001353	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g001354	0	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1
g001364	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001371	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
g001380	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001388	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0
g001389	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0
g001393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001402	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g001403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g001404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001409	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001410	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001411	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
g001413	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001415	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g001429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g001433	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g001434	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001440	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0
g001444	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
g001445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001446	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001447	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0
g001448	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001449	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1
g001453	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g001456	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
g001461	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g001463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001469	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001470	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g001482	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
g001492	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0
g001494	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001504	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0
g001507	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1
g001508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001511	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1
g001519	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001520	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001522	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	0
g001523	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0
g001531	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001538	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001547	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001556	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001558	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g001559	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1
g001565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001576	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
g001577	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g001584	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
g001586	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
g001599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g001600	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
g001605	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g001615	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1
g001616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g001619	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
g001622	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g001623	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
g001625	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g001630	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g001632	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001633	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1
g001637	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001644	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
g001645	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g001646	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0
g001647	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
g001651	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
g001656	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
g001658	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001665	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g001669	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1
g001670	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001671	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001673	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0
g001674	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001677	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g001707	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1
g001709	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001710	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1
g001712	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001728	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g001729	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0
g001736	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g001737	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g001742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001744	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1
g001745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g001761	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001808	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001809	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
g001810	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0
g001811	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001812	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g001813	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001816	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
g001821	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1
g001825	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0
g001826	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
g001827	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g001832	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
g001833	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
g001834	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g001835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g001843	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1
g001846	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g001848	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
g001849	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
g001850	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
g001861	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g001862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g001864	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g001866	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
g001871	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001872	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g001873	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g001874	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001875	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001876	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
g001877	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001878	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001880	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g001883	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001884	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g001885	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g001888	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
g001889	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0
g001893	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0
g001894	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0
g001895	0	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0
g001896	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g001897	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001901	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001902	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0
g001905	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g001906	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0
g001907	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1
g001912	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1
g001925	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g001926	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
g001931	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
g001932	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0
g001934	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g001936	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g001940	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0
g001947	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001949	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001969	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g001970	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001973	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g001975	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g001976	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
g001977	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001978	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001981	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g001982	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001983	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001984	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g001989	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g001999	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g002000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g002001	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g002008	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g002013	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
g002016	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002018	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
g002028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g002031	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g002038	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
g002039	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1
g002040	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002041	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1
g002042	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g002044	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g002046	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0
g002047	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
g002049	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002051	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g002052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002054	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1
g002072	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g002074	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1
g002075	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
g002080	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g002087	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
g002103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g002108	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1
g002109	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0
g002110	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g002119	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g002120	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g002121	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g002127	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g002128	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g002129	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1
g002130	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g002138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g002139	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g002174	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
g002181	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g002187	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
g002194	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002195	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g002198	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002199	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0
g002200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002231	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
g002233	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g002235	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g002245	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002261	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g002272	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g002273	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1
g002292	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002293	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1
g002294	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1
g002296	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
g002297	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
g002308	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002309	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
g002310	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
g002311	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1
g002313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002316	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g002317	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002318	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
g002328	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
g002329	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002330	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0
g002333	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g002334	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g002335	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g002380	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g002382	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g002383	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g002384	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g002387	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0
g002388	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g002389	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1
g002391	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
g002419	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g002421	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g002426	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0
g002428	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0
g002440	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g002441	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g002452	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g002453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g002454	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g002456	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
g002457	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0
g002463	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0
g002464	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0
g002468	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
